"Date","Price","Open","High","Low","Vol.","Change %"
"03/02/2023","950.36","955.42","955.88","940.71","5.76M","-0.82%"
"02/02/2023","958.18","944.85","958.18","927.09","6.64M","2.31%"
"01/02/2023","936.58","946.69","949.44","933.36","4.71M","-0.58%"
"31/01/2023","942.09","947.61","951.74","938.87","5.70M","-0.73%"
"30/01/2023","948.99","942.09","952.54","938.37","4.61M","0.44%"
"27/01/2023","944.85","951.74","955.88","937.96","5.30M","-0.44%"
"26/01/2023","948.99","956.34","956.34","946.44","3.73M","-0.39%"
"25/01/2023","952.66","951.74","954.96","944.39","4.46M","0.53%"
"24/01/2023","947.61","947.61","955.88","944.85","15.41M","0.05%"
"23/01/2023","947.15","948.99","952.94","941.17","3.55M","-0.43%"
"20/01/2023","951.28","950.36","963.69","948.07","5.07M","0.00%"
"19/01/2023","951.28","954.04","958.64","942.09","6.95M","0.24%"
"18/01/2023","948.99","954.96","958.64","942.55","12.94M","-0.48%"
"17/01/2023","953.58","939.79","954.04","936.58","7.90M","1.52%"
"16/01/2023","939.33","947.61","949.44","935.66","4.18M","-1.06%"
"13/01/2023","949.44","955.88","957.72","944.85","4.57M","-0.29%"
"12/01/2023","952.20","950.36","955.88","948.53","4.62M","0.78%"
"11/01/2023","944.85","935.20","950.36","935.20","7.35M","0.54%"
"10/01/2023","939.79","948.53","952.66","937.38","13.69M","-1.45%"
"09/01/2023","953.58","967.83","969.21","941.63","10.15M","-0.67%"
"06/01/2023","960.01","946.69","962.77","945.80","4.00M","1.46%"
"05/01/2023","946.23","943.01","969.65","942.55","6.35M","0.00%"
"04/01/2023","946.23","925.09","948.07","922.33","5.19M","3.05%"
"03/01/2023","918.19","926.01","932.90","914.89","4.41M","0.16%"
"30/12/2022","916.72","921.87","927.18","915.99","2.40M","-0.76%"
"29/12/2022","923.71","917.09","925.09","909.92","3.36M","0.35%"
"28/12/2022","920.49","942.09","942.09","920.49","4.40M","1.20%"
"23/12/2022","909.56","919.57","920.95","909.56","1.92M","-0.80%"
"22/12/2022","916.91","923.25","925.09","914.22","3.00M","-0.29%"
"21/12/2022","919.57","915.62","920.95","910.84","3.78M","0.65%"
"20/12/2022","913.60","909.74","917.46","905.33","12.39M","-0.24%"
"19/12/2022","915.81","913.05","923.25","908.08","5.83M","0.06%"
"16/12/2022","915.25","933.82","937.04","912.68","15.78M","-2.42%"
"15/12/2022","937.96","939.79","943.01","932.90","4.77M","-0.68%"
"14/12/2022","944.39","932.90","947.15","931.06","9.95M","1.18%"
"13/12/2022","933.36","929.68","941.63","918.19","5.26M","0.50%"
"12/12/2022","928.76","935.66","949.30","928.76","3.93M","-0.64%"
"09/12/2022","934.74","937.50","944.06","931.52","9.00M","0.00%"
"08/12/2022","934.74","935.66","937.96","928.31","4.49M","-0.25%"
"07/12/2022","937.04","939.79","944.85","936.12","5.15M","0.05%"
"06/12/2022","936.58","945.77","946.69","935.20","4.41M","-0.68%"
"05/12/2022","943.01","936.12","946.81","935.66","5.09M","0.59%"
"02/12/2022","937.50","940.71","944.39","935.20","6.04M","-0.49%"
"01/12/2022","942.09","942.09","946.69","935.66","6.45M","1.03%"
"30/11/2022","932.44","939.33","941.17","926.93","14.09M","0.59%"
"29/11/2022","926.93","936.12","938.87","925.09","4.65M","-0.74%"
"28/11/2022","933.82","931.98","941.63","931.98","5.61M","-0.34%"
"25/11/2022","937.04","936.12","941.98","932.90","4.98M","0.34%"
"24/11/2022","933.82","934.28","937.71","926.93","5.39M","-1.55%"
"23/11/2022","948.53","950.82","956.34","942.55","21.50M","0.05%"
